date,symbol,marketcapname,sector
10-10-2023,CORDSCABLE,Smallcap,Industrials
10-10-2023,SEPC,Smallcap,Realty
10-10-2023,GOKUL,Smallcap,FMCG
10-10-2023,OIL,Largecap,Oils
10-10-2023,HMVL,Smallcap,Media
10-10-2023,WELINV,Smallcap,Finance
10-10-2023,ASHOKA,Smallcap,Realty
10-10-2023,PRESTIGE,Largecap,Realty
10-10-2023,ONELIFECAP,Smallcap,Finance
10-10-2023,ESSARSHPNG,Smallcap,Services
10-10-2023,CARERATING,Smallcap,Miscellaneous
10-10-2023,INCREDIBLE,Smallcap,Metals
10-10-2023,BEARDSELL,Smallcap,Services
10-10-2023,INFIBEAM,Midcap,I.T
10-10-2023,TVVISION,Smallcap,Media
11-10-2023,SUNDRMBRAK,Smallcap,Auto
11-10-2023,ORISSAMINE,Smallcap,Industrials
11-10-2023,ELECTCAST,Midcap,Industrials
11-10-2023,HMT,Midcap,Industrials
11-10-2023,CONSOFINVT,Smallcap,Finance
11-10-2023,ANDHRAPAP,Smallcap,Industrials
11-10-2023,PRAKASH,Smallcap,Metals
11-10-2023,GOCLCORP,Smallcap,Industrials
11-10-2023,KOTHARIPET,Smallcap,Oils
11-10-2023,WALCHANNAG,Smallcap,FMCG
11-10-2023,AUSOMENT,Smallcap,Finance
11-10-2023,TVSSRICHAK,Smallcap,Auto
11-10-2023,SIGIND,Smallcap,FMCG
11-10-2023,AROGRANITE,Smallcap,Miscellaneous
11-10-2023,REGENCERAM,Smallcap,Industrials
11-10-2023,SHREYANIND,Smallcap,Industrials
11-10-2023,HBLPOWER,Midcap,Auto
11-10-2023,GIPCL,Smallcap,Miscellaneous
11-10-2023,WEBELSOLAR,Smallcap,FMCG
11-10-2023,WANBURY,Smallcap,Pharmaceuticals
11-10-2023,CUBEXTUB,Smallcap,Metals
11-10-2023,HECPROJECT,Smallcap,Realty
11-10-2023,NITIRAJ,Smallcap,FMCG
11-10-2023,SPCENET,Smallcap,Services
11-10-2023,ICEMAKE,Smallcap,FMCG
11-10-2023,JKTYRE,Midcap,Auto
11-10-2023,UNIINFO,Smallcap,Telecom
11-10-2023,MIDHANI,Midcap,Aerospace & Defence
11-10-2023,GMDCLTD,Midcap,Industrials
11-10-2023,MUKTAARTS,Smallcap,Media
11-10-2023,ASTRAMICRO,Midcap,Aerospace & Defence
11-10-2023,MORARJEE,Smallcap,Textiles
11-10-2023,JINDALPHOT,Smallcap,Finance
11-10-2023,BLKASHYAP,Smallcap,Realty
11-10-2023,PGIL,Smallcap,FMCG
11-10-2023,RAJTV,Smallcap,Media
11-10-2023,OMAXE,Smallcap,Realty
11-10-2023,ASIANTILES,Smallcap,Industrials
11-10-2023,IL&FSENGG,Smallcap,Realty
11-10-2023,KAUSHALYA,Smallcap,Services
11-10-2023,ECLERX,Midcap,I.T
11-10-2023,BGRENERGY,Smallcap,Realty
11-10-2023,SEPC,Smallcap,Realty
11-10-2023,BIRLAMONEY,Smallcap,Services
11-10-2023,THANGAMAYL,Smallcap,Miscellaneous
11-10-2023,IL&FSTRANS,Smallcap,Realty
11-10-2023,ZEELEARN,Smallcap,I.T
11-10-2023,INCREDIBLE,Smallcap,Metals
11-10-2023,PAYTM,Largecap,I.T
11-10-2023,PDSL,Midcap,Services
11-10-2023,BEARDSELL,Smallcap,Services
12-10-2023,IFCI,Midcap,Finance
12-10-2023,HMT,Midcap,Industrials
12-10-2023,MAHSEAMLES,Midcap,Metals
12-10-2023,DOLATALGO,Smallcap,Finance
12-10-2023,PCBL,Midcap,Industrials
12-10-2023,WALCHANNAG,Smallcap,FMCG
12-10-2023,ASALCBR,Smallcap,FMCG
12-10-2023,AUSOMENT,Smallcap,Finance
12-10-2023,SHALPAINTS,Smallcap,Industrials
12-10-2023,PIONEEREMB,Smallcap,Textiles
12-10-2023,PREMIERPOL,Smallcap,FMCG
12-10-2023,REGENCERAM,Smallcap,Industrials
12-10-2023,SHREYANIND,Smallcap,Industrials
12-10-2023,WEBELSOLAR,Smallcap,FMCG
12-10-2023,NKIND,Smallcap,FMCG
12-10-2023,DOLPHIN,Smallcap,Oils
12-10-2023,PLASTIBLEN,Smallcap,Industrials
12-10-2023,ASHIANA,Smallcap,Realty
12-10-2023,MAZDA,Smallcap,FMCG
12-10-2023,CUBEXTUB,Smallcap,Metals
12-10-2023,NITIRAJ,Smallcap,FMCG
12-10-2023,NMDC,Largecap,Industrials
12-10-2023,NAM-INDIA,Largecap,Finance
12-10-2023,SPCENET,Smallcap,Services
12-10-2023,VERTOZ,Smallcap,I.T
12-10-2023,ICEMAKE,Smallcap,FMCG
12-10-2023,JKTYRE,Midcap,Auto
12-10-2023,SHALBY,Smallcap,Pharmaceuticals
12-10-2023,E2E,Smallcap,I.T
12-10-2023,SKYGOLD,Smallcap,Miscellaneous
12-10-2023,CUPID,Smallcap,Miscellaneous
12-10-2023,PPL,Smallcap,FMCG
12-10-2023,SBC,Smallcap,Textiles
12-10-2023,IIFLSEC,Smallcap,Services
12-10-2023,DEEPENR,Smallcap,Oils
12-10-2023,WELCORP,Midcap,Metals
12-10-2023,GMDCLTD,Midcap,Industrials
12-10-2023,MUKTAARTS,Smallcap,Media
12-10-2023,BALAJITELE,Smallcap,Media
12-10-2023,KKCL,Smallcap,FMCG
12-10-2023,EMKAY,Smallcap,Services
12-10-2023,NETWORK18,Midcap,Media
12-10-2023,OMAXE,Smallcap,Realty
12-10-2023,ASIANTILES,Smallcap,Industrials
12-10-2023,MOTILALOFS,Largecap,Services
12-10-2023,KAUSHALYA,Smallcap,Services
12-10-2023,THANGAMAYL,Smallcap,Miscellaneous
12-10-2023,IL&FSTRANS,Smallcap,Realty
12-10-2023,TREEHOUSE,Smallcap,Services
12-10-2023,ONELIFECAP,Smallcap,Finance
12-10-2023,NBCC,Largecap,Miscellaneous
12-10-2023,BECTORFOOD,Midcap,FMCG
12-10-2023,PROZONER,Smallcap,Miscellaneous
12-10-2023,VIJAYA,Midcap,Pharmaceuticals
12-10-2023,PDSL,Midcap,Services
12-10-2023,BEARDSELL,Smallcap,Services
12-10-2023,BHARATWIRE,Smallcap,Metals
12-10-2023,TVVISION,Smallcap,Media
13-10-2023,ELECTCAST,Midcap,Industrials
13-10-2023,GFLLIMITED,Smallcap,Finance
13-10-2023,AGI,Smallcap,Services
13-10-2023,HMT,Midcap,Industrials
13-10-2023,PREMIER,Smallcap,FMCG
13-10-2023,PHOENIXLTD,Largecap,Realty
13-10-2023,GOCLCORP,Smallcap,Industrials
13-10-2023,WALCHANNAG,Smallcap,FMCG
13-10-2023,JAICORPLTD,Midcap,FMCG
13-10-2023,PRUDENT,Midcap,Finance
13-10-2023,ORICONENT,Smallcap,Services
13-10-2023,MMTC,Midcap,Services
13-10-2023,PIONEEREMB,Smallcap,Textiles
13-10-2023,REGENCERAM,Smallcap,Industrials
13-10-2023,SHREYANIND,Smallcap,Industrials
13-10-2023,WEBELSOLAR,Smallcap,FMCG
13-10-2023,SUPERSPIN,Smallcap,Miscellaneous
13-10-2023,DOLPHIN,Smallcap,Oils
13-10-2023,ITI,Largecap,Telecom
13-10-2023,ASHIANA,Smallcap,Realty
13-10-2023,HITECH,Smallcap,Metals
13-10-2023,CUBEXTUB,Smallcap,Metals
13-10-2023,NMDC,Largecap,Industrials
13-10-2023,TPLPLASTEH,Smallcap,Services
13-10-2023,LIBERTSHOE,Smallcap,FMCG
13-10-2023,NAM-INDIA,Largecap,Finance
13-10-2023,DNAMEDIA,Smallcap,Media
13-10-2023,SELAN,Smallcap,Oils
13-10-2023,E2E,Smallcap,I.T
13-10-2023,SKYGOLD,Smallcap,Miscellaneous
13-10-2023,PPL,Smallcap,FMCG
13-10-2023,SBC,Smallcap,Textiles
13-10-2023,ZENITHSTL,Smallcap,Metals
13-10-2023,NDRAUTO,Smallcap,Auto
13-10-2023,WELCORP,Midcap,Metals
13-10-2023,GULFPETRO,Smallcap,Industrials
13-10-2023,BLKASHYAP,Smallcap,Realty
13-10-2023,EMKAY,Smallcap,Services
13-10-2023,PGIL,Smallcap,FMCG
13-10-2023,MICEL,Smallcap,FMCG
13-10-2023,DLF,Largecap,Realty
13-10-2023,ASIANTILES,Smallcap,Industrials
13-10-2023,BGRENERGY,Smallcap,Realty
13-10-2023,JAIBALAJI,Midcap,Metals
13-10-2023,LPDC,Smallcap,Realty
13-10-2023,MHRIL,Midcap,Services
13-10-2023,DBCORP,Smallcap,Media
13-10-2023,IL&FSTRANS,Smallcap,Realty
13-10-2023,AWHCL,Smallcap,Miscellaneous
13-10-2023,PROZONER,Smallcap,Miscellaneous
13-10-2023,CARTRADE,Smallcap,FMCG
13-10-2023,PDSL,Midcap,Services
16-10-2023,FACT,Largecap,Industrials
16-10-2023,GLFL,Smallcap,Finance
16-10-2023,MAHSEAMLES,Midcap,Metals
16-10-2023,SPLPETRO,Midcap,Oils
16-10-2023,GSFC,Midcap,Industrials
16-10-2023,IITL,Smallcap,Finance
16-10-2023,GOCLCORP,Smallcap,Industrials
16-10-2023,WALCHANNAG,Smallcap,FMCG
16-10-2023,TVSSRICHAK,Smallcap,Auto
16-10-2023,VAKRANGEE,Smallcap,I.T
16-10-2023,JAICORPLTD,Midcap,FMCG
16-10-2023,SEQUENT,Smallcap,Pharmaceuticals
16-10-2023,STCINDIA,Smallcap,Services
16-10-2023,MANINDS,Smallcap,Metals
16-10-2023,MMTC,Midcap,Services
16-10-2023,RSSOFTWARE,Smallcap,I.T
16-10-2023,WEBELSOLAR,Smallcap,FMCG
16-10-2023,MEDANTA,Largecap,Pharmaceuticals
16-10-2023,SUPERSPIN,Smallcap,Miscellaneous
16-10-2023,PARASPETRO,Smallcap,Textiles
16-10-2023,DIACABS,Smallcap,Industrials
16-10-2023,DOLPHIN,Smallcap,Oils
16-10-2023,DIVGIITTS,Smallcap,Auto
16-10-2023,ADVANIHOTR,Smallcap,Services
16-10-2023,ITI,Largecap,Telecom
16-10-2023,PLASTIBLEN,Smallcap,Industrials
16-10-2023,WANBURY,Smallcap,Pharmaceuticals
16-10-2023,GAEL,Smallcap,FMCG
16-10-2023,KIOCL,Largecap,Industrials
16-10-2023,VARDHACRLC,Smallcap,Textiles
16-10-2023,HITECH,Smallcap,Metals
16-10-2023,HECPROJECT,Smallcap,Realty
16-10-2023,TRU,Smallcap,Finance
16-10-2023,GEEKAYWIRE,Smallcap,Metals
16-10-2023,LIBERTSHOE,Smallcap,FMCG
16-10-2023,KHADIM,Smallcap,FMCG
16-10-2023,SPCENET,Smallcap,Services
16-10-2023,SILVERTUC,Smallcap,I.T
16-10-2023,SELAN,Smallcap,Oils
16-10-2023,FAZE3Q,Smallcap,Textiles
16-10-2023,SONAMLTD,Smallcap,FMCG
16-10-2023,LINC,Smallcap,Miscellaneous
16-10-2023,MSTCLTD,Midcap,I.T
16-10-2023,PPL,Smallcap,FMCG
16-10-2023,SBC,Smallcap,Textiles
16-10-2023,ITDC,Midcap,Services
16-10-2023,CINEVISTA,Smallcap,Media
16-10-2023,GULFPETRO,Smallcap,Industrials
16-10-2023,GOKEX,Smallcap,FMCG
16-10-2023,IIFL,Midcap,Finance
16-10-2023,KERNEX,Smallcap,FMCG
16-10-2023,ENIL,Smallcap,Media
16-10-2023,SADBHAV,Smallcap,Realty
16-10-2023,INDOTECH,Smallcap,FMCG
16-10-2023,BLKASHYAP,Smallcap,Realty
16-10-2023,TCLCONS,Smallcap,Realty
16-10-2023,PGIL,Smallcap,FMCG
16-10-2023,JAIBALAJI,Midcap,Metals
16-10-2023,LPDC,Smallcap,Realty
16-10-2023,IL&FSTRANS,Smallcap,Realty
16-10-2023,HMVL,Smallcap,Media
16-10-2023,GRAVITA,Midcap,Metals
16-10-2023,MOIL,Midcap,Industrials
16-10-2023,DHUNINV,Smallcap,Finance
16-10-2023,THOMASCOTT,Smallcap,FMCG
16-10-2023,TBZ,Smallcap,Miscellaneous
16-10-2023,AWHCL,Smallcap,Miscellaneous
16-10-2023,SMCGLOBAL,Smallcap,Services
16-10-2023,SREEL,Smallcap,Services
16-10-2023,KALYANKJIL,Largecap,Miscellaneous
16-10-2023,UFO,Smallcap,Media
16-10-2023,TVVISION,Smallcap,Media
17-10-2023,KARURVYSYA,Midcap,Bank
17-10-2023,FACT,Largecap,Industrials
17-10-2023,CENTURYTEX,Midcap,Industrials
17-10-2023,MRPL,Largecap,Industrials
17-10-2023,CHENNPETRO,Midcap,Industrials
17-10-2023,ELECTCAST,Midcap,Industrials
17-10-2023,GLFL,Smallcap,Finance
17-10-2023,SPLPETRO,Midcap,Oils
17-10-2023,PREMIER,Smallcap,FMCG
17-10-2023,IITL,Smallcap,Finance
17-10-2023,ORIENTCER,Smallcap,FMCG
17-10-2023,TRF,Smallcap,FMCG
17-10-2023,WALCHANNAG,Smallcap,FMCG
17-10-2023,EVERESTIND,Smallcap,Industrials
17-10-2023,TVSSRICHAK,Smallcap,Auto
17-10-2023,VAKRANGEE,Smallcap,I.T
17-10-2023,SIGIND,Smallcap,FMCG
17-10-2023,JAICORPLTD,Midcap,FMCG
17-10-2023,STCINDIA,Smallcap,Services
17-10-2023,KEYFINSERV,Smallcap,Finance
17-10-2023,AJMERA,Smallcap,Realty
17-10-2023,EMIL,Midcap,FMCG
17-10-2023,PVP,Smallcap,Realty
17-10-2023,DHARMAJ,Smallcap,Industrials
17-10-2023,EIMCOELECO,Smallcap,FMCG
17-10-2023,RCF,Midcap,Industrials
17-10-2023,KIOCL,Largecap,Industrials
17-10-2023,BRNL,Smallcap,Realty
17-10-2023,HECPROJECT,Smallcap,Realty
17-10-2023,HITECHCORP,Smallcap,Services
17-10-2023,PREMEXPLN,Smallcap,Industrials
17-10-2023,TRU,Smallcap,Finance
17-10-2023,SHAREINDIA,Midcap,Finance
17-10-2023,JKTYRE,Midcap,Auto
17-10-2023,NEWGEN,Midcap,I.T
17-10-2023,FAZE3Q,Smallcap,Textiles
17-10-2023,LAL,Smallcap,Textiles
17-10-2023,SONAMLTD,Smallcap,FMCG
17-10-2023,LINC,Smallcap,Miscellaneous
17-10-2023,TREJHARA,Smallcap,I.T
17-10-2023,OSIAHYPER,Smallcap,FMCG
17-10-2023,PPL,Smallcap,FMCG
17-10-2023,SBC,Smallcap,Textiles
17-10-2023,IIFLSEC,Smallcap,Services
17-10-2023,ITDC,Midcap,Services
17-10-2023,SHREERAMA,Smallcap,Services
17-10-2023,CINEVISTA,Smallcap,Media
17-10-2023,GULFPETRO,Smallcap,Industrials
17-10-2023,JINDALPHOT,Smallcap,Finance
17-10-2023,AURIONPRO,Midcap,I.T
17-10-2023,KERNEX,Smallcap,FMCG
17-10-2023,ASMS,Smallcap,I.T
17-10-2023,BLKASHYAP,Smallcap,Realty
17-10-2023,PGIL,Smallcap,FMCG
17-10-2023,PAISALO,Midcap,Finance
17-10-2023,IL&FSENGG,Smallcap,Realty
17-10-2023,JKIL,Smallcap,Realty
17-10-2023,SEPC,Smallcap,Realty
17-10-2023,JAIBALAJI,Midcap,Metals
17-10-2023,RPGLIFE,Smallcap,Pharmaceuticals
17-10-2023,ARCHIDPLY,Smallcap,Plywood Boards/Laminates
17-10-2023,OIL,Largecap,Oils
17-10-2023,KCPSUGIND,Smallcap,FMCG
17-10-2023,HMVL,Smallcap,Media
17-10-2023,ASHOKA,Smallcap,Realty
17-10-2023,DHUNINV,Smallcap,Finance
17-10-2023,HOMEFIRST,Midcap,Finance
17-10-2023,JPOLYINVST,Smallcap,Finance
18-10-2023,KARURVYSYA,Midcap,Bank
18-10-2023,IONEXCHANG,Midcap,FMCG
18-10-2023,SPLPETRO,Midcap,Oils
18-10-2023,ORIENTCER,Smallcap,FMCG
18-10-2023,TIL,Smallcap,FMCG
18-10-2023,EVERESTIND,Smallcap,Industrials
18-10-2023,SIGIND,Smallcap,FMCG
18-10-2023,REGENCERAM,Smallcap,Industrials
18-10-2023,PARASPETRO,Smallcap,Textiles
18-10-2023,EIMCOELECO,Smallcap,FMCG
18-10-2023,GKWLIMITED,Smallcap,
18-10-2023,SOTL,Smallcap,Oils
18-10-2023,BRNL,Smallcap,Realty
18-10-2023,HITECH,Smallcap,Metals
18-10-2023,HITECHCORP,Smallcap,Services
18-10-2023,PREMEXPLN,Smallcap,Industrials
18-10-2023,NEWGEN,Midcap,I.T
18-10-2023,SONAMLTD,Smallcap,FMCG
18-10-2023,SKYGOLD,Smallcap,Miscellaneous
18-10-2023,NUCLEUS,Smallcap,I.T
18-10-2023,TREJHARA,Smallcap,I.T
18-10-2023,IIFLSEC,Smallcap,Services
18-10-2023,PRAENG,Smallcap,Realty
18-10-2023,SHREERAMA,Smallcap,Services
18-10-2023,CINEVISTA,Smallcap,Media
18-10-2023,NOIDATOLL,Smallcap,Realty
18-10-2023,ASTRAMICRO,Midcap,Aerospace & Defence
18-10-2023,GULFPETRO,Smallcap,Industrials
18-10-2023,KKCL,Smallcap,FMCG
18-10-2023,MICEL,Smallcap,FMCG
18-10-2023,PAISALO,Midcap,Finance
18-10-2023,RGL,Smallcap,Miscellaneous
18-10-2023,KAUSHALYA,Smallcap,Services
18-10-2023,ARCHIDPLY,Smallcap,Plywood Boards/Laminates
18-10-2023,DHUNINV,Smallcap,Finance
18-10-2023,TREEHOUSE,Smallcap,Services
18-10-2023,BROOKS,Smallcap,Pharmaceuticals
18-10-2023,GPTINFRA,Smallcap,Realty
18-10-2023,REPCOHOME,Smallcap,Finance
18-10-2023,KALYANKJIL,Largecap,Miscellaneous
18-10-2023,SIMBHALS,Smallcap,FMCG
18-10-2023,TVVISION,Smallcap,Media
19-10-2023,SAKSOFT,Smallcap,I.T
19-10-2023,BPL,Smallcap,FMCG
19-10-2023,ORISSAMINE,Smallcap,Industrials
19-10-2023,KIRLOSBROS,Midcap,FMCG
19-10-2023,ORIENTCER,Smallcap,FMCG
19-10-2023,PTL,Smallcap,Miscellaneous
19-10-2023,JAICORPLTD,Midcap,FMCG
19-10-2023,WELSPUNLIV,Midcap,Textiles
19-10-2023,REGENCERAM,Smallcap,Industrials
19-10-2023,APCL,Smallcap,Industrials
19-10-2023,DHARMAJ,Smallcap,Industrials
19-10-2023,NKIND,Smallcap,FMCG
19-10-2023,PARASPETRO,Smallcap,Textiles
19-10-2023,ABAN,Smallcap,Oils
19-10-2023,RIIL,Smallcap,Services
19-10-2023,WANBURY,Smallcap,Pharmaceuticals
19-10-2023,GKWLIMITED,Smallcap,
19-10-2023,HITECHCORP,Smallcap,Services
19-10-2023,KHADIM,Smallcap,FMCG
19-10-2023,VERTOZ,Smallcap,I.T
19-10-2023,APOLLO,Smallcap,Aerospace & Defence
19-10-2023,PRAXIS,Smallcap,FMCG
19-10-2023,LAL,Smallcap,Textiles
19-10-2023,MACPOWER,Smallcap,Industrials
19-10-2023,ASIANENE,Smallcap,Oils
19-10-2023,DBSTOCKBRO,Smallcap,Services
19-10-2023,SONAMLTD,Smallcap,FMCG
19-10-2023,CUPID,Smallcap,Miscellaneous
19-10-2023,MARINE,Smallcap,FMCG
19-10-2023,NUCLEUS,Smallcap,I.T
19-10-2023,TREJHARA,Smallcap,I.T
19-10-2023,SHAKTIPUMP,Smallcap,FMCG
19-10-2023,OSIAHYPER,Smallcap,FMCG
19-10-2023,PRAENG,Smallcap,Realty
19-10-2023,SHREERAMA,Smallcap,Services
19-10-2023,PNBGILTS,Smallcap,Finance
19-10-2023,TIPSINDLTD,Midcap,Media
19-10-2023,IIFL,Midcap,Finance
19-10-2023,HTMEDIA,Smallcap,Media
19-10-2023,SUZLON,Largecap,FMCG
19-10-2023,AURIONPRO,Midcap,I.T
19-10-2023,MICEL,Smallcap,FMCG
19-10-2023,PURVA,Midcap,Realty
19-10-2023,INDOWIND,Smallcap,Miscellaneous
19-10-2023,MAGNUM,Smallcap,Industrials
19-10-2023,KSCL,Smallcap,Miscellaneous
19-10-2023,SUPREMEINF,Smallcap,Realty
19-10-2023,RGL,Smallcap,Miscellaneous
19-10-2023,SEPC,Smallcap,Realty
19-10-2023,BAJAJ-AUTO,Largecap,Auto
19-10-2023,RPGLIFE,Smallcap,Pharmaceuticals
19-10-2023,DBCORP,Smallcap,Media
19-10-2023,ASHOKA,Smallcap,Realty
19-10-2023,ADL,Smallcap,Plywood Boards/Laminates
19-10-2023,RUSHIL,Smallcap,Plywood Boards/Laminates
19-10-2023,TIJARIA,Smallcap,FMCG
19-10-2023,GPTINFRA,Smallcap,Realty
19-10-2023,NBCC,Largecap,Miscellaneous
19-10-2023,CIGNITITEC,Smallcap,I.T
19-10-2023,KALYANKJIL,Largecap,Miscellaneous
19-10-2023,RADHIKAJWE,Smallcap,Miscellaneous
20-10-2023,BOMDYEING,Smallcap,Textiles
20-10-2023,INDORAMA,Smallcap,Textiles
20-10-2023,IONEXCHANG,Midcap,FMCG
20-10-2023,MAHSCOOTER,Midcap,Finance
20-10-2023,PREMIER,Smallcap,FMCG
20-10-2023,MODIRUBBER,Smallcap,Miscellaneous
20-10-2023,BBTC,Midcap,Auto
20-10-2023,PENINLAND,Smallcap,Realty
20-10-2023,STYRENIX,Smallcap,Oils
20-10-2023,REGENCERAM,Smallcap,Industrials
20-10-2023,MURUDCERA,Smallcap,Industrials
20-10-2023,DHARMAJ,Smallcap,Industrials
20-10-2023,NKIND,Smallcap,FMCG
20-10-2023,SICALLOG,Smallcap,Services
20-10-2023,WANBURY,Smallcap,Pharmaceuticals
20-10-2023,GKWLIMITED,Smallcap,
20-10-2023,BSE,Largecap,Miscellaneous
20-10-2023,TRU,Smallcap,Finance
20-10-2023,LIBERTSHOE,Smallcap,FMCG
20-10-2023,ZODIAC,Smallcap,Realty
20-10-2023,PRAXIS,Smallcap,FMCG
20-10-2023,SONAMLTD,Smallcap,FMCG
20-10-2023,SKYGOLD,Smallcap,Miscellaneous
20-10-2023,CUPID,Smallcap,Miscellaneous
20-10-2023,NUCLEUS,Smallcap,I.T
20-10-2023,TREJHARA,Smallcap,I.T
20-10-2023,SHAKTIPUMP,Smallcap,FMCG
20-10-2023,OSIAHYPER,Smallcap,FMCG
20-10-2023,PRAENG,Smallcap,Realty
20-10-2023,ANGELONE,Largecap,Services
20-10-2023,PNBGILTS,Smallcap,Finance
20-10-2023,SUZLON,Largecap,FMCG
20-10-2023,ASMS,Smallcap,I.T
20-10-2023,ASIANTILES,Smallcap,Industrials
20-10-2023,MAGNUM,Smallcap,Industrials
20-10-2023,JAIBALAJI,Midcap,Metals
20-10-2023,DBCORP,Smallcap,Media
20-10-2023,IL&FSTRANS,Smallcap,Realty
20-10-2023,KCPSUGIND,Smallcap,FMCG
20-10-2023,SUMMITSEC,Smallcap,Finance
20-10-2023,DHUNINV,Smallcap,Finance
20-10-2023,ADL,Smallcap,Plywood Boards/Laminates
20-10-2023,PGEL,Smallcap,FMCG
20-10-2023,HEMIPROP,Midcap,Realty
20-10-2023,MCX,Midcap,Miscellaneous
23-10-2023,BBTC,Midcap,Auto
23-10-2023,HIRECT,Smallcap,FMCG
23-10-2023,NIPPOBATRY,Smallcap,Miscellaneous
23-10-2023,STYRENIX,Smallcap,Oils
23-10-2023,EMIL,Midcap,FMCG
23-10-2023,DIACABS,Smallcap,Industrials
23-10-2023,WANBURY,Smallcap,Pharmaceuticals
23-10-2023,BSE,Largecap,Miscellaneous
23-10-2023,ZODIAC,Smallcap,Realty
23-10-2023,SOUTHWEST,Smallcap,Industrials
23-10-2023,MACPOWER,Smallcap,Industrials
23-10-2023,SKYGOLD,Smallcap,Miscellaneous
23-10-2023,SHREERAMA,Smallcap,Services
23-10-2023,ASMS,Smallcap,I.T
23-10-2023,GLOBALVECT,Smallcap,Services
23-10-2023,V2RETAIL,Smallcap,FMCG
23-10-2023,INDOWIND,Smallcap,Miscellaneous
23-10-2023,KSCL,Smallcap,Miscellaneous
23-10-2023,PAISALO,Midcap,Finance
23-10-2023,SOMICONVEY,Smallcap,FMCG
23-10-2023,MBLINFRA,Smallcap,Realty
23-10-2023,SABEVENTS,Smallcap,Media
25-10-2023,HIRECT,Smallcap,FMCG
25-10-2023,WELSPUNLIV,Midcap,Textiles
25-10-2023,SICALLOG,Smallcap,Services
25-10-2023,DIACABS,Smallcap,Industrials
25-10-2023,BSE,Largecap,Miscellaneous
25-10-2023,WEALTH,Smallcap,Services
25-10-2023,UNIVASTU,Smallcap,Realty
25-10-2023,BIL,Smallcap,FMCG
25-10-2023,MACPOWER,Smallcap,Industrials
25-10-2023,RAMCOIND,Smallcap,Industrials
25-10-2023,KERNEX,Smallcap,FMCG
25-10-2023,ASMS,Smallcap,I.T
25-10-2023,WELINV,Smallcap,Finance
25-10-2023,KALYANKJIL,Largecap,Miscellaneous
25-10-2023,SABEVENTS,Smallcap,Media
26-10-2023,ORISSAMINE,Smallcap,Industrials
26-10-2023,NIPPOBATRY,Smallcap,Miscellaneous
26-10-2023,PREMIERPOL,Smallcap,FMCG
26-10-2023,SICALLOG,Smallcap,Services
26-10-2023,CONTROLPR,Smallcap,I.T
26-10-2023,BSE,Largecap,Miscellaneous
26-10-2023,UNIVASTU,Smallcap,Realty
26-10-2023,TOUCHWOOD,Smallcap,Media
26-10-2023,APOLLO,Smallcap,Aerospace & Defence
26-10-2023,KAPSTON,Smallcap,Miscellaneous
26-10-2023,AURIONPRO,Midcap,I.T
26-10-2023,SOMICONVEY,Smallcap,FMCG
26-10-2023,DBCORP,Smallcap,Media
27-10-2023,BBOX,Smallcap,I.T
27-10-2023,SWANENERGY,Largecap,Miscellaneous
27-10-2023,TALBROAUTO,Smallcap,Auto
27-10-2023,GOCLCORP,Smallcap,Industrials
27-10-2023,MONARCH,Smallcap,Services
27-10-2023,WELSPUNLIV,Midcap,Textiles
27-10-2023,ARROWGREEN,Smallcap,FMCG
27-10-2023,DHARMAJ,Smallcap,Industrials
27-10-2023,ICIL,Midcap,Textiles
27-10-2023,KHADIM,Smallcap,FMCG
27-10-2023,TOUCHWOOD,Smallcap,Media
27-10-2023,NEWGEN,Midcap,I.T
27-10-2023,KAPSTON,Smallcap,Miscellaneous
27-10-2023,REPL,Smallcap,Miscellaneous
27-10-2023,CUPID,Smallcap,Miscellaneous
27-10-2023,AURIONPRO,Midcap,I.T
27-10-2023,BAJAJ-AUTO,Largecap,Auto
27-10-2023,SOMICONVEY,Smallcap,FMCG
30-10-2023,BBOX,Smallcap,I.T
30-10-2023,PENINLAND,Smallcap,Realty
30-10-2023,SWANENERGY,Largecap,Miscellaneous
30-10-2023,WELSPUNLIV,Midcap,Textiles
30-10-2023,MURUDCERA,Smallcap,Industrials
30-10-2023,ARROWGREEN,Smallcap,FMCG
30-10-2023,EMIL,Midcap,FMCG
30-10-2023,SICALLOG,Smallcap,Services
30-10-2023,ICIL,Midcap,Textiles
30-10-2023,DIACABS,Smallcap,Industrials
30-10-2023,DOLPHIN,Smallcap,Oils
30-10-2023,GOODLUCK,Smallcap,Metals
30-10-2023,REPL,Smallcap,Miscellaneous
30-10-2023,CUPID,Smallcap,Miscellaneous
30-10-2023,ANUP,Smallcap,Industrials
30-10-2023,SPANDANA,Midcap,Finance
30-10-2023,JPASSOCIAT,Smallcap,Realty
30-10-2023,ALLSEC,Smallcap,I.T
30-10-2023,SOMICONVEY,Smallcap,FMCG
30-10-2023,HEMIPROP,Midcap,Realty
31-10-2023,MAHSEAMLES,Midcap,Metals
31-10-2023,MURUDCERA,Smallcap,Industrials
31-10-2023,ARROWGREEN,Smallcap,FMCG
31-10-2023,EMIL,Midcap,FMCG
31-10-2023,SICALLOG,Smallcap,Services
31-10-2023,DIACABS,Smallcap,Industrials
31-10-2023,DOLPHIN,Smallcap,Oils
31-10-2023,WEIZMANIND,Smallcap,Textiles
31-10-2023,AVADHSUGAR,Smallcap,FMCG
31-10-2023,SAGARDEEP,Smallcap,Metals
31-10-2023,UNIVASTU,Smallcap,Realty
